BoatType,Ladies,Year,Military,Veteran,Position,NameUnsorted,Name,Club,Club1,C1,Class,SubClass,Time,Trophies,Record,Notes,Flow,Country,BoatDesign,Finish
Kayak,Male,2008,Civilian,Junior,54,Morrison Will & Privett Jack,Morrison Will & Privett Jack,Churcher's College,Churcher's College,72,Junior,,23:52:04,,,,124,,,
Canadian,Male,2008,Civilian,Senior,13,Hoggarth Christopher & Ricketson Christopher,Hoggarth Christopher & Ricketson Christopher,Independent,Independent,1146,Endeavour,,23:55:57,,,,124,,,
Kayak,Male,2008,Civilian,Junior,55,Clayton -Payne Alexander & Alsop Olly,Alsop Olly & Clayton -Payne Alexander,Marlborough College,Marlborough College,115,Junior,,23:57:29,,,,124,,,
Kayak,Male,2008,Civilian,Senior,28,Cientanni Antonio & Dodson Michael,Cientanni Antonio & Dodson Michael,Viking,Viking,13,Senior,,23:59:36,,,,124,,,
Canadian,Male,2008,Civilian,Senior,29,Binion Wade & Harras John mark,Binion Wade & Harras John mark,Texas Canoe Racing Assoc.,Texas Canoe Racing Assoc.,1,Senior,Overseas,24:00:35,Overseas,,,124,USA,Wee-No-Nah,
Kayak,Male,2008,Civilian,Junior,56,Ringwood Ed & Culwick Tim,Culwick Tim & Ringwood Ed,Churcher's College,Churcher's College,72,Junior,,24:03:36,,,,124,,,
Kayak,Male,2008,Civilian,Senior,18,Stocker Mark,Stocker Mark,Poole Harbour,Poole Harbour,99,Singles,,24:06:25,,,,124,,,
Kayak,Male,2008,Civilian,Senior,19,Wells Thomas,Wells Thomas,University Of Surrey,University Of Surrey,2,Singles,University,24:08:14,,,,124,,,
Canadian,Male,2008,Civilian,Over50,20,Campbell Robert H,Campbell Robert H,Bedford School,Bedford School,49,Singles,,24:11:43,,,,124,,,
Kayak,Male,2008,Civilian,Century,30,Jagger Roger & Manning Greg,Jagger Roger & Manning Greg,Integrate Paddling,Integrate Paddling,9,Senior,,24:11:44,Century,,,124,,,
Kayak,Mixed,2008,Civilian,Senior,31,Galucka Klaudia & Grouteau Julien,Galucka Klaudia & Grouteau Julien,Tower Hamlets,Tower Hamlets,9,Senior,,24:11:48,,,,124,,,
Kayak,Male,2008,Army Reserve,Senior,32,Everson Ben & Riddell Rory,Everson Ben & Riddell Rory,Bristol UOTC,Bristol UOTC,6,Senior,University,24:14:36,Reserve,,,124,,,
Kayak,Mixed,2008,Civilian,Senior,14,Peters Claire & Peters Mark,Peters Claire & Peters Mark,Independent,Independent,1146,Endeavour,,24:14:50,,,,124,,,
Canadian,Male,2008,Civilian,Senior,15,Playle William & Rowley Ian,Playle William & Rowley Ian,Barking & Dagenham,Barking & Dagenham,47,Endeavour,,24:16:22,,,,124,,,
Canadian,Male,2008,Civilian,Senior,16,Mobbs Graham & Wyndham Charlie,Mobbs Graham & Wyndham Charlie,Lord Wandsworth College,Lord Wandsworth College,50,Endeavour,,24:16:24,,,,124,,,
Kayak,Ladies,2008,Civilian,Junior,57,Kelly Amy & Singleton Ella,Kelly Amy & Singleton Ella,Cranleigh School,Cranleigh School,88,Junior,,24:19:23,,,,124,,,
Kayak,Mixed,2008,Civilian,Junior,58,Marcar Dominic & Morgan Alys,Marcar Dominic & Morgan Alys,Cranleigh School,Cranleigh School,88,Junior,,24:20:12,,,,124,,,
Kayak,Male,2008,Civilian,Senior,33,Bean James & Vallance Gary,Bean James & Vallance Gary,Basingstoke Canal,Basingstoke Canal,57,Senior,,24:25:11,,,,124,,,
Kayak,Male,2008,Civilian,Senior,34,Apps Dave & Hainge Steve,Apps Dave & Hainge Steve,Independent,Independent,1146,Senior,,24:25:36,,,,124,,,
Kayak,Male,2008,Civilian,Senior,35,Priddis David & Richardson John,Priddis David & Richardson John,Jersey,Jersey,14,Senior,,24:25:50,,,,124,,,
Canadian,Male,2008,Civilian,Veteran,36,Smith Tony & Woolacott Adrian,Smith Tony & Woolacott Adrian,Independent,Independent,1146,Senior,,24:28:42,,,,124,,Wee-No-Nah,
Kayak,Mixed,2008,Civilian,Senior,37,Hodgkinson Matthew & Vial Coralie,Hodgkinson Matthew & Vial Coralie,The Westminster Dragoons & Richmond,The Westminster Dragoons,1,Senior,,24:36:11,,,,124,,,
Kayak,Male,2008,Civilian,Junior,59,Spink Barnaby & Brown Edward,Brown Edward & Spink Barnaby,Kimbolton School,Kimbolton School,95,Junior,U17 School,24:40:41,,,,124,,,
Kayak,Male,2008,Army,Senior,38,Sharpe Langley & Tinniswood Alex,Sharpe Langley & Tinniswood Alex,PEGASUS PADDLERS,PEGASUS PADDLERS,1,Senior,,24:43:34,,,,124,,,
Kayak,Ladies,2008,Civilian,Junior,60,Greensted Genny & Murphy Franchester,Greensted Genny & Murphy Franchester,Kelly College,Kelly College,132,Junior,,24:48:24,,,,124,,,
Kayak,Mixed,2008,Civilian,Junior,61,Dickson Jamie & Williams Emily,Dickson Jamie & Williams Emily,Churcher's College,Churcher's College,72,Junior,U17 School,24:57:12,,,,124,,,
Kayak,Male,2008,Civilian,Junior,62,Eaton Tom & Ball Tom,Ball Tom & Eaton Tom,Wycliffe College & Independent,Wycliffe College,2,Junior,,25:00:53,,,,124,,,
Kayak,Mixed,2008,Civilian,Junior,63,Menheneott Bess & Treffry Thomas,Menheneott Bess & Treffry Thomas,Blundell's School,Blundell's School,57,Junior,,25:08:08,,,,124,,,
Kayak,Male,2008,Civilian,Senior,39,Jenkin Dan & Murray Dave,Jenkin Dan & Murray Dave,TWC,TWC,1,Senior,,25:08:56,,,,124,,,
Kayak,Ladies,2008,Civilian,Junior,64,O'Connor Eileen & Lawlor Suzanne,Lawlor Suzanne & O'Connor Eileen,Independent,Independent,1146,Junior,,25:11:36,,,,124,,,
Kayak,Male,2008,Civilian,Senior,40,Johnson Nathan & Simmons Rob,Johnson Nathan & Simmons Rob,Devon And Cornwall Police & Royal Marines,Devon And Cornwall Police,1,Senior,,25:17:06,,,,124,,,
Kayak,Male,2008,Civilian,Junior,65,Chappel Jeremy & Bentall George,Bentall George & Chappel Jeremy,Marlborough College,Marlborough College,115,Junior,,25:19:28,,,,124,,,
Kayak,Male,2008,Civilian,Senior,17,Stevens Paul & Hallam Jonathan,Hallam Jonathan & Stevens Paul,Independent,Independent,1146,Endeavour,,25:19:48,,,,124,,,
Kayak,Ladies,2008,Civilian,Junior,66,Bickerdike Georgina & Valletta Charlotte,Bickerdike Georgina & Valletta Charlotte,Kimbolton School,Kimbolton School,95,Junior,U17 School,25:20:49,,,,124,,,
Kayak,Male,2008,Civilian,Senior,18,Otto Teddy & Higgins Dermot,Higgins Dermot & Otto Teddy,Independent,Independent,1146,Endeavour,,25:30:31,,,,124,,,
Kayak,Male,2008,Civilian,Junior,67,Jones Adam & Watson Cameron,Jones Adam & Watson Cameron,Canford School,Canford School,16,Junior,,25:39:38,,,,124,,,
Canadian,Male,2008,Civilian,Senior,19,Rothwell Paul & Paine Howard,Paine Howard & Rothwell Paul,Wycliffe College & Dauntsey's School,Wycliffe College,2,Endeavour,,25:46:23,,,,124,,,
Kayak,Ladies,2008,Civilian,Junior,68,Balm Anna & Mason Claire,Balm Anna & Mason Claire,Kelly College,Kelly College,132,Junior,,25:46:45,,,,124,,,
Kayak,Male,2008,Civilian,Senior,20,Bowes Simon & Nield Jonathan,Bowes Simon & Nield Jonathan,Independent,Independent,1146,Endeavour,,25:47:46,,,,124,,,
Kayak,Ladies,2008,Civilian,Senior,21,Outen Sarah,Outen Sarah,Independent,Independent,1146,Singles,,25:49:21,,,,124,,,
Kayak,Male,2008,Civilian,Senior,41,Baxter Michael & Jelf Richard,Baxter Michael & Jelf Richard,Richmond,Richmond,265,Senior,,25:56:38,,,,124,,,
Kayak,Male,2008,Civilian,Over50,22,Cook A J,Cook A J,Marlow,Marlow,33,Singles,,25:58:51,,,,124,,,
Kayak,Male,2008,Civilian,Senior,23,Tee Daniel,Tee Daniel,St Andrews University,St Andrews University,1,Singles,University,26:00:03,,,,124,,,
Kayak,Male,2008,Civilian,Senior,21,Walker Richard & Walker Nigel,Walker Nigel & Walker Richard,Royal Hospital School,Royal Hospital School,128,Endeavour,,26:18:45,,,,124,,,
Canadian,Male,2008,Civilian,Senior,24,Dale Simon,Dale Simon,Bedford School,Bedford School,49,Singles,,26:27:46,,,,124,,,
Canadian,Male,2008,Civilian,Veteran,42,Thompson Les & Menday Lee,Menday Lee & Thompson Les,Royal Hospital School,Royal Hospital School,128,Senior,,26:27:52,,,,124,,Wee-No-Nah,
Kayak,Ladies,2008,Civilian,Junior,69,Cave Nicola & Hucklesby Amy,Cave Nicola & Hucklesby Amy,Kimbolton School,Kimbolton School,95,Junior,U17 School,26:29:50,,,,124,,,
Kayak,Male,2008,Civilian,Senior,22,Pothecary Terry & Pothecary Roger,Pothecary Roger & Pothecary Terry,Independent,Independent,1146,Endeavour,,26:31:41,,,,124,,,
Kayak,Male,2008,Civilian,Senior,23,Ebbage Alan & Workman Paul,Ebbage Alan & Workman Paul,Basingstoke & Independent,Basingstoke,2,Endeavour,,26:32:52,,,,124,,,
Kayak,Male,2008,Civilian,Senior,24,Dickinson Michael & Walters John,Dickinson Michael & Walters John,Independent,Independent,1146,Endeavour,,26:35:41,,,,124,,,
Canadian,Male,2008,Civilian,Senior,43,Buckle Benjamin & Reavley Paul,Buckle Benjamin & Reavley Paul,Independent,Independent,1146,Senior,,26:44:20,,,,124,,Wee-No-Nah,
Kayak,Male,2008,Civilian,Senior,44,Dutton Charlie & Griffin Andrew,Dutton Charlie & Griffin Andrew,Richmond,Richmond,265,Senior,,26:45:46,,,,124,,,
Kayak,Ladies,2008,Civilian,Junior,70,Barratt Amelia & McCullough Phoebe,Barratt Amelia & McCullough Phoebe,Dauntsey's School,Dauntsey's School,214,Junior,U17 School,26:47:23,,,,124,,,
Kayak,Male,2008,Army Reserve,Senior,45,Grant Simon & Lyttelton Thomas,Grant Simon & Lyttelton Thomas,Bristol UOTC,Bristol UOTC,6,Senior,University,26:50:04,,,,124,,,
Kayak,Ladies,2008,Civilian,Junior,71,Unwin Eliza & Bassett Chloe,Bassett Chloe & Unwin Eliza,Kelly College,Kelly College,132,Junior,,26:57:03,,,,124,,,
Kayak,Male,2008,Civilian,Senior,46,Kersey Tom & Martin Tom,Kersey Tom & Martin Tom,Independent,Independent,1146,Senior,,26:59:20,,,,124,,,
Kayak,Male,2008,Civilian,Senior,25,Callaghan Shaun,Callaghan Shaun,Weston Athletic Club,Weston Athletic Club,1,Singles,,27:03:28,,,,124,,,
Kayak,Male,2008,Civilian,Senior,25,Mossman David & Summers Roy,Mossman David & Summers Roy,Independent,Independent,1146,Endeavour,,27:08:07,,,,124,,,
Kayak,Male,2008,Civilian,Senior,47,Garner Richard & Fenton Mark,Fenton Mark & Garner Richard,Independent,Independent,1146,Senior,,27:19:30,,,,124,,,
Kayak,Male,2008,Civilian,Senior,26,Shannon Martin,Shannon Martin,Independent,Independent,1146,Singles,,27:27:40,,,,124,,,
Kayak,Male,2008,Army,Veteran,48,Bradley David & Vinall Steven,Bradley David & Vinall Steven,PWRR,PWRR,2,Senior,,27:35:23,,,,124,,,
Kayak,Male,2008,Civilian,Senior,26,Sausins Martin & Archer Barry,Archer Barry & Sausins Martin,Chippenham Sea Cadets,Chippenham Sea Cadets,11,Endeavour,,27:35:47,,,,124,,,
Kayak,Male,2008,Civilian,Senior,49,Smee Alistair & Smee Tim,Smee Alistair & Smee Tim,Independent,Independent,1146,Senior,,27:39:48,,,,124,,,
Kayak,Male,2008,Civilian,Senior,27,Steed Mark & Brown Andrew,Brown Andrew & Steed Mark,Kelly College,Kelly College,132,Endeavour,,27:50:18,,,,124,,,
Kayak,Male,2008,Civilian,Veteran,50,Morton Richard & Wheeler Peter,Morton Richard & Wheeler Peter,Independent,Independent,1146,Senior,,28:35:26,,,,124,,,
Canadian,Male,2008,Civilian,Junior,72,Myles Tom & Minkley Richard,Minkley Richard & Myles Tom,Abbotsholme School,Abbotsholme School,25,Junior,U17 School,28:44:36,,,,124,,,
Kayak,Male,2008,Civilian,Veteran,51,Richardson Steve & Trussler Dean,Richardson Steve & Trussler Dean,Wokingham,Wokingham,36,Senior,,28:49:59,,,,124,,,
Kayak,Male,2008,Civilian,Veteran,52,Clooke Nicholas & Harvey Paul,Clooke Nicholas & Harvey Paul,Independent,Independent,1146,Senior,,28:56:27,,,,124,,,
Canadian,Mixed,2008,Civilian,Century,53,Edwards Diane & Edwards Roger A,Edwards Diane & Edwards Roger A,Chelmsford,Chelmsford,44,Senior,,29:18:11,,,,124,,Wee-No-Nah,
Kayak,Male,2008,Civilian,Senior,54,Jones Steven & Lewis Gavin,Jones Steven & Lewis Gavin,Cotswold Outdoor.com,Cotswold Outdoor.com,2,Senior,,29:19:03,,,,124,,,
Canadian,Ladies,2008,Civilian,Junior,73,Owen Kate & Burnett Shelley,Burnett Shelley & Owen Kate,Abbotsholme School,Abbotsholme School,25,Junior,Ladies C2,29:24:29,Ladies C2,,,124,,,
Kayak,Male,2008,Army,Senior,55,Burch Paul & Foy Rob,Burch Paul & Foy Rob,Royal Artillery,Royal Artillery,17,Senior,,29:34:40,,,,124,,,
Kayak,Ladies,2008,Civilian,Senior,56,Henson Erica & Lennon Camilla,Henson Erica & Lennon Camilla,Hemel Hempstead,Hemel Hempstead,39,Senior,,29:43:53,,,,124,,,
Kayak,Male,2008,Civilian,Senior,57,Davies Christopher & Burl Eric,Burl Eric & Davies Christopher,Independent,Independent,1146,Senior,,29:51:18,,,,124,,,
Kayak,Male,2008,Civilian,Senior,58,Northrop Roger & Williamson David,Northrop Roger & Williamson David,Independent,Independent,1146,Senior,,30:17:01,,,,124,,,
Kayak,Male,2008,Civilian,Senior,27,Gee Dave,Gee Dave,Tendring,Tendring,1,Singles,,30:31:36,,,,124,,,
Kayak,Male,2008,Civilian,Vet/Junior,9,Drewett Rob & Drewett Ed,Drewett Ed & Drewett Rob,Independent,Independent,1146,Vet/Junior,,30:47:30,,,,124,,,
Canadian,Male,2008,Civilian,Veteran,60,Faulkner Peter & Crooks William,Crooks William & Faulkner Peter,Independent,Independent,1146,Senior,,32:26:42,,,,124,,Canadian,
Kayak,Male,2008,Civilian,Senior,61,Reda Torsten & Sherwood Steve,Reda Torsten & Sherwood Steve,Independent,Independent,1146,Senior,,33:00:18,,,,124,,,
Kayak,Male,2009,Civilian,Senior,1,Burkhardt Steffen,Burkhardt Steffen,International,International,6,Singles,,15:57:09,,,,51,,,
Kayak,Male,2009,Civilian,Senior,2,McIntyre Deane,McIntyre Deane,Falcon,Falcon,56,Singles,,16:25:11,,,,51,,,
Kayak,Male,2009,Civilian,Senior,3,Thrower Shaun,Thrower Shaun,Hereford,Hereford,56,Singles,,16:30:29,,,,51,,,
Kayak,Male,2009,Civilian,Senior,4,Eyquem Paul,Eyquem Paul,Richmond,Richmond,265,Singles,,16:34:20,,,,51,,,
Kayak,Male,2009,Civilian,Junior,1,Muller Tim & Reif Frederick,Muller Tim & Reif Frederick,Cokethorpe School,Cokethorpe School,41,Junior,,16:34:21,,,,51,,,
Kayak,Male,2009,Civilian,Senior,5,Butler Billy,Butler Billy,Falcon,Falcon,56,Singles,,16:41:12,,,,51,,,
Kayak,Male,2009,Civilian,Senior,6,Burgoyne Mark,Burgoyne Mark,Hereford,Hereford,56,Singles,,16:54:55,,,,51,,,
Kayak,Male,2009,Civilian,Senior,7,Pearse Philip,Pearse Philip,Southampton University,Southampton University,9,Singles,University,17:00:58,,,,51,,,
Kayak,Male,2009,Civilian,Senior,8,Chapman Simon,Chapman Simon,Falcon,Falcon,56,Singles,,17:08:53,,,,51,,,
Kayak,Male,2009,Civilian,Senior,1,Peake Owen & Seaford Daniel,Peake Owen & Seaford Daniel,Reading,Reading,67,Senior,,17:16:51,Civilian,,,51,,,
Kayak,Male,2009,Civilian,Senior,2,King James & Hendron Richard,Hendron Richard & King James,Navy Command & Richmond,Navy Command,1,Senior,,17:29:56,,,,51,,,
Kayak,Ladies,2009,Civilian,Senior,9,Taylor Nicola,Taylor Nicola,Elmbridge,Elmbridge,27,Singles,,17:58:44,Ladies,,,51,,,
Kayak,Male,2009,Civilian,Over50,10,Blackwell Stephen,Blackwell Stephen,Exeter,Exeter,74,Singles,,17:59:12,,,,51,,,
Kayak,Male,2009,Civilian,Junior,2,Brooks Edward & Staff Callum,Brooks Edward & Staff Callum,Cokethorpe School,Cokethorpe School,41,Junior,,18:02:12,,,,51,,,
Kayak,Male,2009,Civilian,Senior,3,Kelly David & Johnson Carter,Johnson Carter & Kelly David,Easy Living,Easy Living,1,Senior,Overseas,18:07:09,Overseas,,,51,,,
Kayak,Male,2009,Civilian,Senior,11,McLeod Neil,McLeod Neil,Southampton,Southampton,52,Singles,,18:11:07,,,,51,,,
Kayak,Male,2009,Civilian,Vet/Junior,1,Worth Andrew & Byrne Rhys,Byrne Rhys & Worth Andrew,Exeter,Exeter,74,Vet/Junior,,18:11:43,,,,51,,,
Kayak,Ladies,2009,Civilian,Junior,3,Smith Isobel & Smith Naomi,Smith Isobel & Smith Naomi,BC All Hallows,BC All Hallows,1,Junior,,18:15:05,Ladies,,,51,,,
Kayak,Male,2009,Civilian,Vet/Junior,2,Southey Michael & Greenaway Brian,Greenaway Brian & Southey Michael,Fowey River,Fowey River,59,Vet/Junior,,18:16:32,,,,51,,,
Kayak,Male,2009,Civilian,Junior,4,Cannon Dominic & Thompson Mark,Cannon Dominic & Thompson Mark,Cokethorpe School,Cokethorpe School,41,Junior,,18:29:41,,,,51,,,
Kayak,Mixed,2009,Civilian,Junior,5,Pearce Ryan & Middleton Megan,Middleton Megan & Pearce Ryan,Fowey River,Fowey River,59,Junior,,18:31:30,Mixed,,,51,,,
Kayak,Male,2009,Civilian,Junior,6,Van tuyl Alex & Bodnar-Horvath Jamie,Bodnar-Horvath Jamie & Van tuyl Alex,Canford School,Canford School,16,Junior,,18:39:18,,,,51,,,
Kayak,Mixed,2009,Civilian,Junior,7,Stack Leah & Rainey Samuel,Rainey Samuel & Stack Leah,Leaside,Leaside,78,Junior,,18:42:24,,,,51,,,
Kayak,Ladies,2009,Civilian,Senior,12,Hall Kathryn,Hall Kathryn,Richmond,Richmond,265,Singles,,18:45:38,,,,51,,,
Kayak,Mixed,2009,Civilian,Vet/Junior,3,McKeand Graham & Crompton Alicia,Crompton Alicia & McKeand Graham,Leaside,Leaside,78,Vet/Junior,,18:51:02,,,,51,,,
Kayak,Male,2009,Civilian,Senior,13,Lipscombe Richard,Lipscombe Richard,Churcher's College,Churcher's College,72,Singles,,18:59:43,,,,51,,,
Kayak,Male,2009,Civilian,Junior,8,Bury Tom & Macfarlane James,Bury Tom & Macfarlane James,Kelly College,Kelly College,132,Junior,,19:00:01,,,,51,,,
Kayak,Male,2009,Civilian,Junior,9,Chappel Jeremy & Legge Hamish,Chappel Jeremy & Legge Hamish,Marlborough College,Marlborough College,115,Junior,,19:07:56,,,,51,,,
Kayak,Male,2009,Civilian,Veteran,4,Cooke Ciaran & O'Brien Dom,Cooke Ciaran & O'Brien Dom,Phoenix,Phoenix,7,Senior,Overseas,19:15:16,"European,Lee",,,51,Ireland,,
Kayak,Male,2009,Civilian,Senior,5,Stainsby Robert & Hayes Paul,Hayes Paul & Stainsby Robert,Richmond,Richmond,265,Senior,,19:17:05,,,,51,,,
Kayak,Male,2009,Civilian,Junior,10,Dobson Edward & Boyne Sam,Boyne Sam & Dobson Edward,Sheldon School,Sheldon School,1,Junior,U17 School,19:17:18,,,,51,,,
Kayak,Male,2009,Civilian,Junior,11,Barrow Jonathan & Mumby Oliver,Barrow Jonathan & Mumby Oliver,Abingdon School,Abingdon School,4,Junior,,19:27:07,,,,51,,,
Kayak,Male,2009,Civilian,Junior,12,Curtis David & Taylor Samuel,Curtis David & Taylor Samuel,Kimbolton School,Kimbolton School,95,Junior,,19:31:17,,,,51,,,
Kayak,Male,2009,Civilian,Junior,13,Holford Michael & Knight Joseph,Holford Michael & Knight Joseph,Cranleigh School,Cranleigh School,88,Junior,,19:34:06,,,,51,,,
Kayak,Male,2009,Civilian,Senior,14,Pigott Mike,Pigott Mike,Richmond,Richmond,265,Singles,,19:43:30,,,,51,,,
Kayak,Male,2009,Army,Veteran,6,Bailey Matthew & Howson Peter,Bailey Matthew & Howson Peter,AGC (ETS) & Royal Signals,AGC (ETS),2,Senior,,19:44:00,"Army,Services",,,51,,,
Kayak,Male,2009,Navy,Veteran,6,Ethell Dave & King Richard,Ethell Dave & King Richard,Royal Marines,Royal Marines,187,Senior,,19:44:00,Navy,,,51,,,
Kayak,Mixed,2009,Civilian,Veteran,8,Lovell Richard & Watson Jean,Lovell Richard & Watson Jean,Wokingham,Wokingham,36,Senior,,19:44:57,Mixed,,,51,,,
Kayak,Male,2009,Civilian,Senior,9,Craig Matthew & Stride Sam,Craig Matthew & Stride Sam,Leaside,Leaside,78,Senior,,19:46:09,,,,51,,,
Kayak,Male,2009,Civilian,Senior,15,McDonnell David,McDonnell David,Kilcullen,Kilcullen,2,Singles,,19:56:28,,,,51,,,
Kayak,Male,2009,Civilian,Junior,14,Markus Charles & Yates Jay,Markus Charles & Yates Jay,Bryanston School,Bryanston School,114,Junior,,19:57:28,,,,51,,,
Kayak,Male,2009,Civilian,Senior,1,Shaw Calum & Krasovitskiy George,Krasovitskiy George & Shaw Calum,Wey,Wey,51,Endeavour,,20:06:33,,,,51,,,
Kayak,Male,2009,Civilian,Junior,15,Livingstone Tom & Parry Mark,Livingstone Tom & Parry Mark,Churcher's College,Churcher's College,72,Junior,,20:11:03,,,,51,,,
Kayak,Male,2009,Civilian,Junior,16,Trevelyan Rowan & Baker Ben,Baker Ben & Trevelyan Rowan,Dauntsey's School,Dauntsey's School,214,Junior,,20:11:59,,,,51,,,
Kayak,Male,2009,Civilian,Junior,17,Brown Hayden & Riddiough-Allen Michael,Brown Hayden & Riddiough-Allen Michael,Kelly College,Kelly College,132,Junior,,20:12:22,,,,51,,,
Kayak,Male,2009,Civilian,Junior,18,Jones William & Batty Oliver,Batty Oliver & Jones William,Royal Hospital School,Royal Hospital School,128,Junior,U17 School,20:13:22,,,,51,,,
Kayak,Male,2009,Civilian,Senior,16,De barra Tadhg,De barra Tadhg,Salmon Leap,Salmon Leap,10,Singles,,20:15:42,,,,51,,,
Kayak,Male,2009,Civilian,Junior,19,Bouch Charlie & Duffield George,Bouch Charlie & Duffield George,Dauntsey's School,Dauntsey's School,214,Junior,,20:16:29,,,,51,,,
Kayak,Male,2009,Civilian,Junior,20,Ellacott Jack & Macmanus Ollie,Ellacott Jack & Macmanus Ollie,Kelly College,Kelly College,132,Junior,,20:16:44,,,,51,,,
Kayak,Mixed,2009,Civilian,Senior,2,Morris Sam & Medland Chole,Medland Chole & Morris Sam,Winchester,Winchester,3,Endeavour,,20:17:02,,,,51,,,
Kayak,Male,2009,Civilian,Senior,10,Merrifield Clive & Jones Sam,Jones Sam & Merrifield Clive,Taunton,Taunton,23,Senior,,20:18:41,,,,51,,,
Kayak,Mixed,2009,Civilian,Senior,11,Hendron Henry & Wetherall Kimberley,Hendron Henry & Wetherall Kimberley,Richmond,Richmond,265,Senior,,20:18:58,,,,51,,,
Kayak,Male,2009,Army,Senior,12,Dash Rupert & Buxton Barry,Buxton Barry & Dash Rupert,Royal Engineers,Royal Engineers,224,Senior,,20:20:24,,,,51,,,
Kayak,Male,2009,Civilian,Junior,21,Goodall Olly & Tawney Jack,Goodall Olly & Tawney Jack,Dauntsey's School,Dauntsey's School,214,Junior,,20:20:56,,,,51,,,
Kayak,Male,2009,Civilian,Junior,22,Minshall Alexander & Myatt Christopher,Minshall Alexander & Myatt Christopher,Royal Hospital School,Royal Hospital School,128,Junior,U17 School,20:20:59,,,,51,,,
Kayak,Male,2009,Civilian,Junior,23,Haigh Nicholas & Harrison James,Haigh Nicholas & Harrison James,Cranleigh School,Cranleigh School,88,Junior,,20:23:39,,,,51,,,
Kayak,Male,2009,Civilian,Junior,24,Leach Sam & Rose Andrew,Leach Sam & Rose Andrew,Cranleigh School,Cranleigh School,88,Junior,,20:28:23,,,,51,,,
Kayak,Male,2009,Civilian,Senior,13,McCarroll Stuart & Dabney Owen,Dabney Owen & McCarroll Stuart,Falcon,Falcon,56,Senior,,20:28:50,,,,51,,,
Kayak,Male,2009,Civilian,Senior,14,Adie Edward & Lyons Joe,Adie Edward & Lyons Joe,Canford School,Canford School,16,Senior,,20:29:04,,,,51,,,
Kayak,Male,2009,Civilian,Veteran,15,Beaver Tim E & Brooks Michael,Beaver Tim E & Brooks Michael,78th Leicester 1st Thurmaston Scouts,78th Leicester 1st Thurmaston Scouts,4,Senior,Scouts,20:29:33,Scouts,,,51,,,
Kayak,Male,2009,Civilian,Junior,25,Smith Jeremy & Bakewell William,Bakewell William & Smith Jeremy,Royal Hospital School,Royal Hospital School,128,Junior,,20:30:34,,,,51,,,
Kayak,Male,2009,Civilian,Senior,17,Duff Craig,Duff Craig,Nottingham,Nottingham,67,Singles,,20:32:33,,,,51,,,
Kayak,Male,2009,Civilian,Senior,18,Archondakis Alan,Archondakis Alan,Longridge,Longridge,52,Singles,,20:33:16,,,,51,,,
Kayak,Male,2009,Civilian,Over50,19,Holmes Graham,Holmes Graham,Rabbit Independent Paddlers,Rabbit Independent Paddlers,5,Singles,,20:33:55,,,,51,,,
Kayak,Male,2009,Civilian,Senior,20,Bagnall Stephen,Bagnall Stephen,Independent,Independent,1146,Singles,,20:36:32,,,,51,,,
Kayak,Male,2009,Civilian,Veteran,16,Cracknell James & Shrosbree Bernie,Cracknell James & Shrosbree Bernie,Independent,Independent,1146,Senior,,20:36:50,,,,51,,,
Kayak,Mixed,2009,Civilian,Senior,17,Irvine Brett & Pople Claire,Irvine Brett & Pople Claire,Richmond,Richmond,265,Senior,,20:38:04,,,,51,,,
Kayak,Male,2009,Civilian,Veteran,18,Hocking Dan & Pepper Grant,Hocking Dan & Pepper Grant,Ascot,Ascot,2,Senior,Overseas,20:38:42,,,,51,,,
Kayak,Male,2009,Civilian,Vet/Junior,4,Coiley Graham & Coiley George,Coiley George & Coiley Graham,Independent,Independent,1146,Vet/Junior,,20:39:29,,,,51,,,
Kayak,Mixed,2009,Civilian,Senior,3,Silcock James & Garrard Lucy,Garrard Lucy & Silcock James,Independent & Wey,Independent,1146,Endeavour,,20:46:25,,,,51,,,
Kayak,Male,2009,Civilian,Senior,19,Goode Alan & Spence Patrick,Goode Alan & Spence Patrick,Leaside,Leaside,78,Senior,,20:47:51,,,,51,,,
Kayak,Male,2009,Civilian,Junior,26,Humphries-Cuff Alastair & Wood Toby,Humphries-Cuff Alastair & Wood Toby,Marlborough College,Marlborough College,115,Junior,,20:50:25,,,,51,,,
Kayak,Male,2009,Civilian,Junior,27,Lazell Hamish & Haxby Edmund,Haxby Edmund & Lazell Hamish,Marlborough College,Marlborough College,115,Junior,U17 School,20:52:24,,,,51,,,
Kayak,Male,2009,Civilian,Junior,28,Gurney George & Hobbs George,Gurney George & Hobbs George,Dauntsey's School,Dauntsey's School,214,Junior,,20:52:52,,,,51,,,
Kayak,Male,2009,Civilian,Over50,21,Penn Terry,Penn Terry,Falcon,Falcon,56,Singles,,20:55:20,,,,51,,,
Kayak,Male,2009,Civilian,Veteran,20,Crocker Darren & Hewett Earl,Crocker Darren & Hewett Earl,Wokingham,Wokingham,36,Senior,,20:56:36,,,,51,,,
Kayak,Male,2009,Army,Senior,21,Lay Christopher & Parry Matthew,Lay Christopher & Parry Matthew,Royal Engineers,Royal Engineers,224,Senior,,21:00:16,,,,51,,,
Kayak,Male,2009,Army,Senior,22,Kehoe Gareth & Minnis Daniel,Kehoe Gareth & Minnis Daniel,Royal Engineers,Royal Engineers,224,Senior,,21:04:52,,,,51,,,
